"","Date","Country","City","Killed","Injured","Description"
"18511",2012-09-09,"Afghanistan","Farah",1,16,"A 12-year-old boy is disassembled by a Taliban bomb."
"18512",2012-09-10,"Mali","Gao",0,5,"Five cousins have their hands and feet cut off by Islamists citing the Quran."
"18513",2012-09-10,"India","Baramulla",1,0,"Islamic terrorists shoot a village head to death."
"18514",2012-09-10,"Iraq","Hillah",2,3,"Two civilians are taken down by Jihadi bombers."
"18515",2012-09-10,"Pakistan","Parachinar",14,45,"Sunnis murder fourteen members of the minority Shiite sect with a car bomb that rips through a packed market."
"18516",2012-09-10,"Afghanistan","Kunduz",21,15,"A Holy Warrior blows himself up at a demonstration, sending twenty-one other souls to Allah."
"18517",2012-09-10,"Syria","Aleppo",17,40,"A Sunni terror cell claims a bombing outside a hospital and school that leaves seventeen civilians dead."
"18518",2012-09-10,"Iraq","Bayaa",8,32,"Eight people at a coffee shop are obliterated by a Mujahid car bomb."
"18519",2012-09-10,"Iraq","Mussayib",3,2,"Sunni bombers take down three Shiites near their shrine."
"18520",2012-09-10,"Syria","Aleppo",20,0,"Video surfaces of the Salman al-Farisi members executing twenty captured prisoners in cold blood while praising Allah."
"18521",2012-09-11,"Afghanistan","Bagram",3,2,"Three Afghans are killed by a rocket attack from Islamic extremists."
"18522",2012-09-11,"Iraq","Dujail",3,0,"Three security volunteers are shot to death by al-Qaeda."
"18523",2012-09-11,"Libya","Benghazi",4,17,"An Ambassador is among four Americans killed when Ansar al-Sharia members storm the US consulate."
"18524",2012-09-11,"Iraq","Baghdad",4,0,"The Islamic Army of Iraq executes four people in their home."
"18525",2012-09-11,"Yemen","Sanaa",12,12,"Twelve people bleed out in the aftermath of a suspected al-Qaeda blast."
"18526",2012-09-11,"Afghanistan","Kushki Kuhna",5,6,"A Shahid suicide bomber snuffs out five lives at a tea shop."
"18527",2012-09-12,"Pakistan","Orangi",1,0,"An Ahmadi is gunned down on account of his religious faith."
"18528",2012-09-12,"Somalia","Mogadishu",8,10,"Eight people are turned into 'pieces of meat' by a suicide bombing at a hotel."
"18529",2012-09-12,"Syria","Aleppo",4,13,"Four foreign civilians are killed by suspected Sunni terrorists."
"18530",2012-09-12,"Iraq","Qaidiriya",1,0,"The imam of a mosque is assassinated by Religion of Peace rivals."
"18531",2012-09-12,"Iraq","Hillah",1,1,"'Insurgents' murder a shepherd and injure his son."
"18532",2012-09-13,"Pakistan","Quetta",3,4,"A 2-year-old is among the casualties when Sunnis spray a car carrying Shias with automatic weapons fire."
"18533",2012-09-13,"Syria","Damascus",3,16,"Sunnis attempt to attack a Shia shrine.  At least three people are killed in the clash."
"18534",2012-09-13,"Pakistan","Landi Kotal",4,0,"Four Taliban opponents are blown to bits by a roadside bomb."
"18535",2012-09-13,"Nigeria","Maiduguri",4,0,"Four people are killed in a Boko Haram terror attack."
"18536",2012-09-13,"Dagestan","Khasavyurt",1,2,"Following the death of their leader, Kizlyar Islamists ambush police, killing one."
"18537",2012-09-13,"Pakistan","Akkakhel",4,2,"Two children are among four members of a family crushed in their own home by a Lashkar-e-Islam rocket."
"18538",2012-09-13,"Pakistan","Bara",5,0,"Five civilians are sent to Allah by Sunni bombers."
"18539",2012-09-14,"Thailand","Pattani",1,2,"Muslim 'separatists' shoot a villager in the head in front of his wife and 7-year-old daughter."
"18540",2012-09-14,"Iraq","Samarah",2,18,"Islamist terrorists set off a bomb at a crowded market, killing at least two."
"18541",2012-09-14,"Afghanistan","Helmand",2,9,"Two US Marines are murdered by Taliban ""in revenge"" for a film mocking Muhammad."
"18542",2012-09-14,"Pakistan","Malir",1,1,"Two young men are shot by sectarian Jihadis."
"18543",2012-09-15,"Pakistan","Karachi",2,4,"Six Christians are shot at close range in their homes by Religion of Peace gunmen."
"18544",2012-09-15,"Iraq","Hajj Ali",3,0,"Three cousins are murdered in their own home by Mujahideen."
"18545",2012-09-15,"Afghanistan","Helmand",2,4,"A terrorist in police uniform shoots two British soldiers coming to help him after he fakes an injury."
"18546",2012-09-15,"India","Ghaziabad",0,3,"Three policemen are critically injured by rioters angry over rumors of a Quran found with marks."
"18547",2012-09-15,"Afghanistan","Jogak",5,0,"Five local cops are murdered by Sunni fundamentalists."
"18548",2012-09-15,"Dagestan","Khutrakh",3,2,"Fundamentalists shoot three policemen to death."
"18549",2012-09-15,"Pakistan","Gulistan-e-Jauhar",1,0,"An Ahmadi shopkeeper is murdered after being labeled a Kafir by Sunnis."
"18550",2012-09-15,"Thailand","Pattani",4,0,"Muslim militants ambush a vehicle and shoot four occupants to death including a housekeeper."
"18551",2012-09-16,"Pakistan","Hyderabad",0,1,"Islamists angered over a Muhammad film ambush a nun and her driver outside a cathedral."
"18552",2012-09-16,"Pakistan","Ghareebabad",1,0,"A Shiite youth is found beheaded four days after being kidnapped by Wahhabis."
"18553",2012-09-16,"Nigeria","Zango",6,9,"Islamic radicals attack a group of civilians playing cards, killing at least six."
"18554",2012-09-16,"Israel","Tira",1,0,"A 22-year-old woman is stabbed to death by her younger brother on suspicion of immorality."
"18555",2012-09-16,"Afghanistan","Zabol",4,2,"Four US troops are shot in the back by Taliban in police uniforms."
"18556",2012-09-16,"Egypt","Sinai",1,7,"A border guard dies after being shot in the stomach by Salafis."
"18557",2012-09-16,"Nigeria","Kano",4,0,"Islamists enter a home and shoot a 3-year-old girl to death along with her family, which includes a crippled uncle."
"18558",2012-09-16,"Pakistan","Jandool",16,7,"Three women and three children are among sixteen civilians taken apart by a Sunni hardliner bomb."
"18559",2012-09-16,"Afghanistan","Gereshk",12,0,"A dozen women and young children are destroyed by Taliban bombers."
"18560",2012-09-16,"Yemen","Mukalla",3,4,"al-Qaeda militants level two vehicles, killing three Yemenis."
"18561",2012-09-17,"Iraq","Baghdad",7,24,"Seven commuters are obliterated by a Shahid suicide car bomber during rush hour."
"18562",2012-09-17,"Pakistan","Mustafa",1,0,"A 45-year-old doctor is shot to death by sectarian Jihadis."
"18563",2012-09-17,"Iraq","Mosul",1,0,"Terrorists assassinate a rival imam."
"18564",2012-09-17,"Nigeria","Borno",1,0,"A top judge is assassinated by Boko Haram gunmen."
"18565",2012-09-17,"Nigeria","Azare",2,0,"Islamists gun down a retired prison official and his bodyguard."
"18566",2012-09-17,"Thailand","Yala",2,0,"A Buddhist couple is ambushed in their truck and slaughtered by Muslims with shotguns."
"18567",2012-09-17,"Dagestan","Gubden",1,0,"A businessman is shot to death by Muslim militants."
"18568",2012-09-18,"Pakistan","Gorakhpur",1,0,"A conservative Muslim ties his daughter to a tree and hacks her to death for disobeying him."
"18569",2012-09-18,"Pakistan","Karachi",8,21,"A 12-year-old girl is among eight members of the Dawoodi Bohra (Shia) minority are blasted into the next world by Sunni bombers."
"18570",2012-09-18,"Pakistan","Mastung",3,9,"Three Shia pilgrims are sent to Allah in a targeted attack by a Sunni suicide bomber."
"18571",2012-09-18,"Afghanistan","Kabul",12,11,"A female suicide bomber massacres a busload of foreigners ""in revenge"" for a film about Muhammad that the victims had nothing to do with."
"18572",2012-09-18,"Afghanistan","Kunar",1,4,"Sunni extremists claim a suicide bombing that leaves a civilian dead."
"18573",2012-09-18,"Iraq","Muqdadiya",2,0,"Muslim terrorists machine-gun two farmers in their orchard."
"18574",2012-09-18,"Iraq","Kirkuk",4,2,"The Islamic Army of Iraq guns down four people near a university."
"18575",2012-09-19,"Iraq","Baqubah",3,5,"Three Iraqis are disassembled by a Fedayeen suicide bomber."
"18576",2012-09-19,"Pakistan","Scheme Chowk",9,34,"Nine people along a city street are obliterated by a Taliban bomb containing ball bearings."
"18577",2012-09-19,"France","Sarcelles",0,1,"A member of an Islamist cell throws a grenade into a kosher grocery store."
"18578",2012-09-19,"Iraq","Tal Afar",2,0,"A female suicide bomber sends two other souls to Allah."
"18579",2012-09-19,"Iraq","Mosul",7,0,"Seven Iraqis are murdered by Islamic 'insurgents'"
"18580",2012-09-20,"Philippines","Basilan",4,6,"Abu Sayyaf gunmen shoot dead four unarmed laborers."
"18581",2012-09-20,"Afghanistan","Dehrawood",5,0,"Two boys and two women are blown to bits by fundamentalist bombers."
"18582",2012-09-20,"Somalia","Mogadishu",15,22,"Two Religion of Peace suicide bombers detonate in a restaurant, taking out fifteen patrons."
"18583",2012-09-20,"Iraq","Baghdad",6,2,"A children's doctor is among six Iraqis who lose their lives to Muslim terrorists."
"18584",2012-09-21,"Pakistan","Peshawar",2,0,"Two people are killed by a mob protesting a film of Muhammad."
"18585",2012-09-21,"Thailand","Pattani",6,40,"Muslims detonate a car bomb to punish businesses for staying open during an Islamic holy day."
"18586",2012-09-21,"Pakistan","Karachi",1,0,"A policeman is gunned down by a mob celebrating Muhammad's 'Day of Love'."
"18587",2012-09-21,"Afghanistan","Nawa",5,0,"Woman and children are among five people exterminated by Taliban bombers."
"18588",2012-09-21,"Israel","Sinai",1,0,"Terrorists shoot fire at a group of IDF soldiers providing water to migrants, killing one."
"18589",2012-09-21,"Syria","Damascus",20,0,"Twenty victims of a Sunni terror group are discovered defaced and burned."
"18590",2012-09-21,"Pakistan","Mardan",0,12,"Thousands of burn down a Lutheran church and thrash a dozen Christians."
"18591",2012-09-21,"Yemen","Rada",1,3,"Shiites storm a Sunni mosque and murder a cleric."
"18592",2012-09-21,"Somalia","Mogadishu",1,0,"A lawmaker is shot to death along a city street by Islamic militia."
"18593",2012-09-22,"Yemen","Amran",8,12,"Eight people are killed when Sunnis and Shias clash over their differences."
"18594",2012-09-22,"Pakistan","Kurram",2,0,"Roadside bomber pick off a couple of pedestrians."
"18595",2012-09-22,"Iraq","Duluiyah",5,4,"Sunni bombers send five Iraqis to Allah."
"18596",2012-09-22,"Pakistan","Karachi",1,0,"A 25-year-old Shiite is murdered by sectarian Jihadis."
"18597",2012-09-22,"Pakistan","Karachi",1,0,"A 60-year-old member of the Ahmadi religious minority is gunned down by Sunnis."
"18598",2012-09-23,"Afghanistan","Shinkot",5,0,"The Taliban murder five local police."
"18599",2012-09-23,"Nigeria","Bauchi",2,48,"A woman and a child at a church service are murdered by a Shahid suicide car bomber."
"18600",2012-09-23,"Iraq","Baghdad",3,7,"Terrorists bomb a mini-bus, killing three passengers."
"18601",2012-09-23,"Yemen","Amran",12,9,"A dozen more people are killed in a second day of clashes between Sunni and Shia."
"18602",2012-09-23,"India","Baramulla",1,0,"A local official is assassinated by suspected Hizbul Mujahideen."
"18603",2012-09-23,"Pakistan","Sheikh Uttar",1,0,"A villager is shot to death by Muslim militants."
"18604",2012-09-24,"Dagestan","Khasavyurt",1,0,"A professor is assassinated after denouncing Islamic extremism."
"18605",2012-09-24,"Iraq","Hit",4,6,"Four schoolchildren are disassembled by a Holy Warrior with a car full of explosives."
"18606",2012-09-24,"Pakistan","Nankana Sahib",1,0,"A caretaker at a Shia shrine is assassinated by Sunni gunmen."
"18607",2012-09-24,"Pakistan","Karachi",4,1,"Four men are brought down along the side of the road by sectarian gunmen."
"18608",2012-09-24,"Iraq","Baghdad",4,0,"al-Qaeda snipers pick off four security guards at a roadblock."
"18609",2012-09-25,"Pakistan","Layyah",1,30,"A bomb blast targeting pilgrims leaves one dead."
"18610",2012-09-25,"Iraq","Baghdad",9,11,"Terrorists kill nine Iraqi security personnel in a series of attacks."
"18611",2012-09-25,"Pakistan","Karachi",3,1,"Suspected Sipah-e-Mohammad gunmen murder a man and his two sons for belonging to a rival Sunni sect."
"18612",2012-09-26,"Pakistan","Quetta",1,0,"A Shiite professional is brutally gunned down outside his office by devout Sunnis"
"18613",2012-09-26,"Syria","Barzeh",16,0,"Six women and three children are among sixteen Sunni civilians pulled from their homes and executed by Shia militia."
"18614",2012-09-26,"Pakistan","Shawal",2,14,"A Taliban bomb leaves two dead and fourteen injured."
"18615",2012-09-26,"Afghanistan","Logar",2,1,"Two NATO soldiers are killed by a Shahid suicide bomber."
"18616",2012-09-26,"Pakistan","Gulberg",1,0,"A 32-year-old Shiite father is cut down by Shia snipers after dropping off his children at school."
"18617",2012-09-26,"Iraq","Baghdad",7,4,"A second day of 'insurgent' bombings leaves seven locals dead."
"18618",2012-09-26,"Pakistan","Karachi",2,2,"A Shia man and a passerby die following a Sunni drive-by."
"18619",2012-09-26,"Syria","Damascus",4,14,"A Shahid suicide bomber takes out four security guards."
"18620",2012-09-27,"Yemen","Hadramout",3,0,"Three children are pulled into pieces by al-Qaeda bombers."
"18621",2012-09-27,"Iraq","Tikrit",13,34,"A Fedayeen assault on a prison leave thirteen guards dead."
"18622",2012-09-27,"Somalia","Mogadishu",1,3,"A woman is killed when an Islamic terrorist throws a grenade into the street."
"18623",2012-09-27,"Pakistan","Jhalaka Mela",2,7,"Two students are torn to shreds by a Tehreek-e-Taliban bomb."
"18624",2012-09-27,"Pakistan","Quetta",2,0,"Two Shia civilians are assassinated in separate Sunni drive-by attacks."
"18625",2012-09-27,"Pakistan","Bilal",1,0,"A mosque caretaker is sprayed with bullets by sectarian rivals."
"18626",2012-09-28,"Pakistan","Sheikhan",1,0,"A police officer is killed trying to defuse a Taliban bomb."
"18627",2012-09-28,"Thailand","Yala",2,0,"An elderly couple is slain outside a plantation by Muslim militants."
"18628",2012-09-28,"Somalia","Mogadishu",1,0,"al-Shabaab is thought responsible for the beheading of a journalist."
"18629",2012-09-28,"Pakistan","Youhanaabad",0,1,"A protestant bishop is assaulted and by angry Muslims and beaten outside his church."
"18630",2012-09-28,"Pakistan","Karachi",1,0,"A prayer leader is sprayed with bullets by sectarian rivals."
"18631",2012-09-28,"Pakistan","Karachi",1,0,"A 45-year-old lab technician is murdered for being Sunni."
"18632",2012-09-28,"Pakistan","Karachi",1,0,"A 35-year-old tailor is assassinated in his shop by sectarian Jihadis."
"18633",2012-09-28,"Pakistan","Karachi",1,0,"A 38-year-old garage owner is shot to death for his religious affiliation."
"18634",2012-09-28,"Thailand","Pattani",1,0,"A police officer is laid out by a Muslim drive-by."
"18635",2012-09-29,"Syria","Zeinab",2,0,"Two Shia youth are abducted, tortured and beheaded by the Sunni FSA."
"18636",2012-09-29,"Afghanistan","Herat",2,2,"Two people are blown to bits by a Taliban roadside bomb."
"18637",2012-09-29,"Iraq","Baqubah",2,4,"Jihadi car bombers send two Iraqis to Allah."
"18638",2012-09-29,"Iraq","Mosul",2,3,"Sunni gunmen take out a religious minority and his son."
"18639",2012-09-29,"Yemen","Lawdar",1,9,"A Shahid suicide bomber kills a civilian."
"18640",2012-09-29,"Thailand","Yala",1,3,"Muslim 'separatists' shoot a married woman in the back as she is riding a motorcycle with her husband."
"18641",2012-09-29,"Pakistan","Karachi",1,0,"A 55-year-old Shia is gunned down by Sunnis."
"18642",2012-09-29,"Thailand","Pattani",1,0,"A traditional medicine trader is murdered by Muslim gunmen."
"18643",2012-09-29,"Thailand","Yala",1,0,"Brave Mujahideen shoot a 74-year-old Buddhist man to death."
"18644",2012-09-29,"Thailand","Narathiwat",1,1,"A 42-year-old Buddhist woman is machine-gunned by Runda Kumpulan Kecil while riding with her husband."
"18645",2012-09-29,"Saudi Arabia","Sadad",1,0,"Sunni security forces open fire on a peaceful Shiite demonstration, killing a teenager."
"18646",2012-09-30,"Thailand","Yala",1,4,"A Buddhist married couple and other villagers are the victims of targeted shootings by Muslim 'separatists'."
"18647",2012-09-30,"Thailand","Pattani",1,2,"A 20-year-old man is gunned down outside a teashop by Muslim 'separatists'."
"18648",2012-09-30,"Kenya","Garissa",2,0,"Two border policemen are shot to death by suspected al-Shabaab sympathizers."
"18649",2012-09-30,"Syria","Qamishli",30,80,"A Shahid suicide car bomber takes thirty other souls with him."
"18650",2012-09-30,"Kenya","Nairobi",1,6,"A child is killed when Religion of Peace proponents toss a grenade into a church."
"18651",2012-09-30,"Iraq","Baghdad",3,12,"Three civilians are blown to bits by Mujahideen bombers."
"18652",2012-09-30,"Iraq","Baghdad",12,43,"A series of al-Qaeda terror attacks around the country leaves fifteen more Iraqis dead."
"18653",2012-09-30,"Iraq","Taji",8,28,"The Islamic Army of Iraq takes down eight people with three car bombs."
"18654",2012-09-30,"Iraq","Madain",3,11,"Three Shia pilgrims riding a minibus are exterminated by Sunni bombers."
"18655",2012-09-30,"Thailand","Narathiwat",0,30,"Islamists fire grenades into a local fair."
"18656",2012-09-30,"Iraq","Kut",6,10,"Six Iraqis are blown to bits by Islamic State of Iraq car bombers."
"18657",2012-10-01,"Afghanistan","Kunduz",1,0,"A 20-year-old woman is beheaded by Islamic fundamentalists."
"18658",2012-10-01,"Afghanistan","Khost",14,37,"A Fedayeen suicide bomber murders fourteen people, including three Americans."
"18659",2012-10-01,"Thailand","Narathiwat",1,0,"A 40-year-old Buddhist teacher is shot three times in the head by Muslim militants."
"18660",2012-10-01,"Syria","Said Naya",3,0,"Three Christians are abducted and murdered by a Muslim 'gang'."
"18661",2012-10-02,"Pakistan","Mattani",1,4,"A civilian is left dead following a Taliban rocket attack."
"18662",2012-10-02,"Nigeria","Mubi",26,15,"At least twenty-six Christian students are singled out and executed by Islamists at their campus.  Some are shot, others have their throats cut."
"18663",2012-10-02,"Thailand","Pattani",2,0,"Two people are machine-gunned in their pickup truck by Muslim militants."
"18664",2012-10-02,"Iraq","Baghdad",6,5,"A garbage collector is among six people killed in Mujahideen attacks around the country."
"18665",2012-10-03,"India","Kerala",1,0,"A Hindu boy is burned alive by angry Muslims after falling in love with a Muslim girl."
"18666",2012-10-03,"Thailand","Narathiwat",1,0,"Islamic 'separatists' shoot a shop owner to death in his store."
"18667",2012-10-03,"Syria","Aleppo",60,100,"Three suicide car bombings by al-Nusra terrorists eventually leave sixty dead."
"18668",2012-10-03,"Yemen","Lahj",2,3,"An al-Qaeda ambush leaves three dead."
"18669",2012-10-03,"Libya","Susa",3,1,"Religious radicals murder three local police."
"18670",2012-10-03,"Ingushetia","Magas",4,2,"Four Russian policemen are ambushed and killed by Religion of Peace extremists."
"18671",2012-10-03,"Pakistan","Layyah",1,0,"A girl is murdered by her parents for marrying without their permission."
"18672",2012-10-04,"Iran","Tehran",4,0,"Four women are stoned to death for adultery."
"18673",2012-10-04,"Iraq","Baghdad",5,13,"Mujahid bombers take out five Iraqis."
"18674",2012-10-04,"Pakistan","Karachi",1,0,"A famed singer is murdered by Sunnis for belonging to the Shiite sect."
"18675",2012-10-04,"Thailand","Yala",1,0,"Muslim 'separatists' gun down a retired civilian on his way home."
"18676",2012-10-04,"Pakistan","Badhaber",2,0,"Suspected Taliban gunmen murder a cop and a boy in separate attacks."
"18677",2012-10-04,"Pakistan","Lundianwala",1,0,"A man stabs his daughter to death on suspicion of immoral behavior."
"18678",2012-10-05,"Cameroon","Makary",1,0,"Nigerian Islamists cross the border and murder a town's mayor."
"18679",2012-10-05,"Afghanistan","Sargadana",1,3,"An Afghan refugee is killed by a Shahid suicide bomber."
"18680",2012-10-05,"Mali","Douentza",2,0,"Islamists fire on a civilian vehicle, killing two passengers"
"18681",2012-10-05,"Nigeria","Jalingo",2,11,"Fundamentalists bomb two bars, killing two people."
"18682",2012-10-05,"Thailand","Pattani",1,1,"A Buddhist man is killed, and his wife wounded when Islamic 'separatists' fire into their car."
"18683",2012-10-05,"Iraq","Baghdad",5,26,"Five people are killed when Sunnis set off two bombs outside a Shiite mosque after prayers."
"18684",2012-10-05,"Israel","Ramle",1,0,"An imam is murdered in his own mosque following a religious dispute with members."
"18685",2012-10-05,"Tunisia","Gabes",0,5,"Salafis shout 'No God but Allah' as they beat Shias with sticks and batons."
"18686",2012-10-06,"Pakistan","Quetta",3,0,"Sipah-e-Sahaba terrorists shoot three Shias to death including two teens."
"18687",2012-10-06,"Nigeria","Jalingo",1,5,"Boko Haram bombers kill a woman and injure her five children."
"18688",2012-10-06,"Iraq","Baghdad",4,11,"Mujahideen bombers take down four vendors at a vegetable market."
"18689",2012-10-06,"Pakistan","Bara",5,4,"Five villagers are cut down by a Lashkar-e-Islam attack."
"18690",2012-10-06,"Thailand","Pattani",1,0,"A Muslim terrorist with a handgun shoots at a Buddhist couple at a petrol station, killing the husband."
"18691",2012-10-06,"Pakistan","Gosal",1,1,"One defender is killed when Tehreek-i-Taliban militants fire RPGs at a check post."
"18692",2012-10-06,"Nigeria","Dogon Kuka",17,12,"Seventeen civilians are killed during an Islamist assault on their village."
"18693",2012-10-06,"Afghanistan","Edgah",2,0,"Two children, ages 9 and 16, are shot to death by Taliban to punish their father for refusing to quit the police force."
"18694",2012-10-07,"Syria","Damascus",1,8,"Jabhat al-Nusra is suspected of a car bomb attack that leaves one dead."
"18695",2012-10-07,"Dagestan","Buinaksk",1,0,"A local cop is abducted by Islamists, bound and then executed."
"18696",2012-10-07,"Pakistan","Musa Colony",1,0,"Sunnis spray a Shia man with bullets."
"18697",2012-10-07,"Somalia","Mogadishu",4,0,"Four people are reported dead following an al-Shabaab ambush."
"18698",2012-10-08,"Nigeria","Maiduguri",7,1,"Boko Haram set off a bomb, killing seven local soldiers."
"18699",2012-10-08,"Afghanistan","Laskgar Gah",2,15,"A Taliban bomb takes out two security guards."
"18700",2012-10-08,"Thailand","Pattani",3,0,"Three villagers in a pickup truck are riddled with machine-gun fire by Muslim 'separatists'."
"18701",2012-10-08,"Thailand","Pattani",2,0,"A Buddhist married couple in their sixties are slain in cold blood by Islamic terrorists."
"18702",2012-10-08,"Nigeria","Maiduguri",13,20,"Thirteen civilians are reportedly killed in a Boko Haram blast prior to a shooting rampage."
"18703",2012-10-08,"Pakistan","Karachi",1,0,"Lashkar-e-Jhangv is suspected in the targeted killing of a young Shia."
"18704",2012-10-08,"Kenya","Dadaab",1,0,"al-Shabaab is thought responsible for the murder of a tribal elder at a refugee camp."
"18705",2012-10-09,"Nigeria","Kano",2,0,"Devout Muslims kill two cops guarding health workers administering polio immunizations to children following a rumor at their mosque."
"18706",2012-10-09,"Syria","Harasta",75,60,"Seventy-five people eventually die from two massive al-Nusra suicide blasts."
"18707",2012-10-09,"Pakistan","Sipah",7,0,"Lashkar-e-Islam kidnap, torture and kill seven Muslim rivals."
"18708",2012-10-09,"Pakistan","Karachi",1,0,"A 38-year-old Shiite is picked off by Sipah-e-Sahaba snipers."
"18709",2012-10-09,"Afghanistan","Helmand",3,0,"Three civilians are sent to Allah by Taliban bombers."
"18710",2012-10-09,"Iraq","Mosul",5,1,"A judge is among five people killed in Mujahideen attacks."
"18711",2012-10-09,"Somalia","Kismayo",1,3,"A boy bleeds to death following a suspected al-Shabaab grenade attack on a tea shop."
"18712",2012-10-09,"Somalia","Alanley",2,5,"A suspected Islamist bomb leaves two dead."
"18713",2012-10-09,"Pakistan","Nazimabad",1,0,"A Shiite is shot to death by sectarian Jihadis."
"18714",2012-10-09,"Thailand","Songkhla",2,0,"Two vegetable vendors are murdered by Islamic 'insurgents'."
"18715",2012-10-09,"Thailand","Pattani",2,0,"Two more Buddhist rubber tappers are shot to death hours after a similar attack."
"18716",2012-10-09,"Yemen","Marib",3,0,"al-Qaeda beheads three Yemenis for the 'crime' of spying for their own government."
"18717",2012-10-09,"Thailand","Narathiwat",1,0,"A female health volunteer is murdered by Islamic 'separatists'."
"18718",2012-10-09,"Thailand","Pattani",3,0,"A father and son are among three Buddhists gunned down by Muslim militants."
"18719",2012-10-09,"Pakistan","Peshawar",0,3,"A 14-year-old girl who won an award for trying to restore peace in the region survives being shot in the head by Islamic fundamentalists."
"18720",2012-10-09,"Afghanistan","Tarin Kot",1,0,"A cleric is assassinated by Religion of Peace rivals."
"18721",2012-10-10,"Afghanistan","Nad Ali",6,0,"Six local policemen are blown to bits by a roadside bomb planted by religious fundamentalists."
"18722",2012-10-10,"Philippines","Cagayan de Oro",2,6,"A Moro Islamist faction is thought responsible for a hotel bombing that leaves two dead."
"18723",2012-10-10,"Pakistan","Upper Dir",1,0,"Tehreek-e-Taliban militants gun down a village guard."
"18724",2012-10-10,"Nigeria","Riyom",14,5,"Three children and their mother are among over a dozen Christians are slaughtered during a Muslim raid on their village."
"18725",2012-10-10,"Nigeria","Dallyam",4,4,"Muslim terrorists shoot four members of a Christian family at close range."
"18726",2012-10-10,"Nigeria","Kano",2,1,"Two people are shot to death in an unprovoked Islamist attack."
"18727",2012-10-10,"Nigeria","Barkin Ladi",2,0,"Two Christians are machine-gunned while sitting in their car."
"18728",2012-10-10,"Israel","Beitar Illit",0,1,"A Jewish man is stabbed in the neck by a Palestinian."
"18729",2012-10-10,"Pakistan","Dera Ismail Khan",1,0,"A Shiite police officer is gunned down on the job by Sunni terrorists."
"18730",2012-10-10,"Somalia","Kismayo",1,2,"A civilian is taken out by an al-Shabaab IED."
"18731",2012-10-11,"Pakistan","Landikotal",2,3,"Two locals are taken down by Lashkar-e-Islam bomb blasts."
"18732",2012-10-11,"Afghanistan","Maidan Shar",2,2,"Two civilians are dismantled by a Taliban rocket."
"18733",2012-10-11,"Syria","Arida",8,8,"Eight bus passengers are massacred by gunmen after being beaten."
"18734",2012-10-11,"Yemen","Sanaa",1,0,"The head of security at a US embassy is assassinated by al-Qaeda."
"18735",2012-10-11,"Pakistan","Sunzu Darra",8,22,"Islamists strap a bomb to a donkey that destroys eight people at a market."
"18736",2012-10-11,"Pakistan","Derga Mandai",3,1,"Suspected Taliban murder three people sitting in a car."
"18737",2012-10-11,"Iraq","Mosul",3,8,"Mujahideen gunmen take down three Iraqis."
"18738",2012-10-12,"Maldives","Male",1,0,"A liberal religious scholar is stabbed four times in the head at his home by fundamentalists angered over his stance on music."
"18739",2012-10-12,"Nigeria","Maidugur",2,0,"Boko Haram shoot two businessmen to death outside a mosque."
"18740",2012-10-12,"Pakistan","Bakhshi Pul",1,0,"A policeman is gunned down outside a mosque."
"18741",2012-10-12,"Nigeria","Rankum",3,2,"Muslim raiders shoot indiscriminately at villagers, killing three."
"18742",2012-10-12,"Thailand","Narathiwat",1,0,"Islamic 'separatists' shoot a 55-year-old man twice in the head."
"18743",2012-10-12,"Pakistan","Parachinar",0,3,"Sunnis spray Shia students with gunfire and acid."
"18744",2012-10-12,"Afghanistan","Kajaki",1,1,"A 12-year-old boy is disassembled by a bomb planted by Sunni hardliners."
"18745",2012-10-13,"Afghanistan","Maruf",6,3,"A half-dozen people are torn to shreds by a Fedayeen suicide bomber."
"18746",2012-10-13,"Afghanistan","Qalat",2,3,"Taliban bombers murder two local cops."
"18747",2012-10-13,"Pakistan","Darra Adam Khel",18,40,"Eighteen souls are sent to Allah by Shahid suicide car bombers."
"18748",2012-10-13,"Philippines","Lamitan",3,0,"Three unarmed soldiers are murdered by Abu Sayyaf as they are buying food."
"18749",2012-10-14,"Nigeria","Yogbo",30,0,"Thirty people are left dead when Muslims resolve a ""land dispute"" by massacring thirty Christian villagers, mostly women and children."
"18750",2012-10-14,"Egypt","Abdelmassih",2,3,"Two members of a Christian family are shot to death in their own home by a Muslim gang attempting to kidnap and convert a 24-year-old female relative."
"18751",2012-10-14,"Nigeria","Maiduguri",3,0,"A family of three is cut down outside their church by Islamist gunmen."
"18752",2012-10-14,"Pakistan","Matni",7,12,"Religion of Peace militants overrun a police station and behead seven officers."
"18753",2012-10-14,"Pakistan","Quetta",1,4,"A Shia businessman is taken down by Lashkar-e-Jhagvi."
"18754",2012-10-14,"Pakistan","Karachi",1,0,"A 30-year-old Shia man is gunned down in cold blood by Sipah-e-Sahaba terrorists."
"18755",2012-10-14,"Nigeria","Gwange",1,1,"A tribal leader is assassinated by Boko Haram after being accused of 'betraying Islam'."
"18756",2012-10-15,"Iraq","Samarrah",3,0,"A father and two sons are murdered in their own home by al-Qaeda."
"18757",2012-10-15,"Iraq","Tuz Khurmatu",2,2,"Two local cops are machine-gunned at a checkpoint by Jihadis."
"18758",2012-10-15,"Pakistan","Karachi",5,2,"Five men are shot to death over 'religious differences'."
"18759",2012-10-15,"Thailand","Narathiwat",1,2,"Islamic 'separatists' fire into a car carrying two women and a man, killing at least one."
